Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft
35,WAS,Calvin Booth,Penn State,10.0,366.0,4477.0,1190.0,1010.0,151.0,0.451,0.222,0.748,12.2,3.3,2.8,0.4,8.0,0.086,-1.8,0.3,1999
36,DAL,Wang Zhizhi,,5.0,137.0,1256.0,604.0,231.0,39.0,0.41700000000000004,0.385,0.735,9.2,4.4,1.7,0.3,2.1,0.078,-1.6,0.1,1999
37,MEM,Obinna Ekezie,Maryland,4.0,143.0,1516.0,510.0,383.0,31.0,0.423,0.0,0.72,10.6,3.6,2.7,0.2,1.7,0.054000000000000006,-5.4,-1.3,1999
38,ORL,Laron Profit,Maryland,4.0,135.0,1537.0,441.0,209.0,166.0,0.419,0.23600000000000002,0.7120000000000001,11.4,3.3,1.5,1.2,0.7,0.021,-2.1,0.0,1999
39,CLE,A.J. Bramlett,Arizona,1.0,8.0,61.0,8.0,22.0,0.0,0.19,0.0,0.0,7.6,1.0,2.8,0.0,-0.2,-0.129,-15.9,-0.2,1999
40,DAL,Gordan Giriček,,6.0,384.0,8824.0,3670.0,941.0,584.0,0.442,0.368,0.823,23.0,9.6,2.5,1.5,8.0,0.044000000000000004,-2.5,-1.1,1999
41,DEN,Francisco Elson,California,9.0,472.0,7207.0,1726.0,1638.0,260.0,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-2.7,-1.3,1999
42,MIN,Louis Bullock,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
43,CHA,Lee Nailon,TCU,6.0,306.0,5820.0,2622.0,936.0,298.0,0.474,0.111,0.7859999999999999,19.0,8.6,3.1,1.0,8.0,0.066,-2.0,0.0,1999
44,HOU,Tyrone Washington,Mississippi State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
45,SAC,Ryan Robertson,Kansas,1.0,1.0,25.0,5.0,0.0,0.0,0.33299999999999996,0.0,1.0,25.0,5.0,0.0,0.0,0.0,-0.022000000000000002,-5.4,0.0,1999
46,NYK,J.R. Koch,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
47,PHI,Todd MacCulloch,Washington,4.0,223.0,3439.0,1369.0,888.0,121.0,0.541,0.0,0.642,15.4,6.1,4.0,0.5,11.9,0.166,0.4,2.0,1999
48,MIL,Galen Young,UNC Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
49,CHI,Lari Ketner,UMass,2.0,25.0,139.0,34.0,34.0,2.0,0.406,0.0,0.667,5.6,1.4,1.4,0.1,0.0,-0.015,-7.4,-0.2,1999
50,HOU,Venson Hamilton,Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
51,MEM,Antwain Smith,Saint Paul's College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
52,POR,Roberto Bergersen,Boise State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
53,MIA,Rodney Buford,Creighton,5.0,230.0,4182.0,1472.0,598.0,179.0,0.41200000000000003,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-3.8,-1.9,1999
54,DET,Melvin Levett,Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
55,BOS,Kris Clack,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
56,GSW,Tim Young,Stanford,1.0,25.0,137.0,54.0,35.0,5.0,0.33299999999999996,0.0,0.778,5.5,2.2,1.4,0.2,0.2,0.057999999999999996,-4.9,-0.1,1999
57,SAS,Manu Ginóbili,,16.0,1057.0,26859.0,14043.0,3697.0,4001.0,0.447,0.369,0.8270000000000001,25.4,13.3,3.5,3.8,106.4,0.19,5.0,47.6,1999
58,UTA,Eddie Lucas,Virginia Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
1,BKN,Kenyon Martin,Cincinnati,15.0,757.0,23134.0,9325.0,5159.0,1439.0,0.483,0.23399999999999999,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.1,12.1,2000
2,MEM,Stromile Swift,LSU,9.0,547.0,10804.0,4582.0,2535.0,275.0,0.473,0.07400000000000001,0.6990000000000001,19.8,8.4,4.6,0.5,21.3,0.095,-1.6,1.1,2000
3,LAC,Darius Miles,,7.0,446.0,11730.0,4507.0,2190.0,840.0,0.47200000000000003,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,-1.0,3.0,2000
4,CHI,Marcus Fizer,Iowa State,6.0,289.0,6032.0,2782.0,1340.0,352.0,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022000000000000002,-3.7,-2.6,2000
5,ORL,Mike Miller,Florida,17.0,1032.0,27812.0,10973.0,4376.0,2666.0,0.45899999999999996,0.40700000000000003,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,2000
6,ATL,DerMarr Johnson,Cincinnati,7.0,344.0,5930.0,2121.0,769.0,304.0,0.41100000000000003,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052000000000000005,-1.6,0.6,2000
7,CHI,Chris Mihm,Texas,8.0,436.0,8758.0,3262.0,2302.0,223.0,0.45899999999999996,0.231,0.7040000000000001,20.1,7.5,5.3,0.5,13.3,0.073,-3.9,-4.3,2000
8,CLE,Jamal Crawford,Michigan,20.0,1327.0,38994.0,19419.0,2948.0,4541.0,0.41,0.348,0.862,29.4,14.6,2.2,3.4,60.7,0.075,-0.1,18.4,2000
9,HOU,Joel Przybilla,Minnesota,13.0,592.0,11733.0,2293.0,3665.0,256.0,0.552,0.0,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-1.7,0.8,2000
10,ORL,Keyon Dooling,Missouri,13.0,728.0,14134.0,5067.0,964.0,1601.0,0.41600000000000004,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-2.0,-0.2,2000
11,BOS,Jérôme Moïso,UCLA,5.0,145.0,1392.0,386.0,395.0,38.0,0.489,0.0,0.593,9.6,2.7,2.7,0.3,2.1,0.07400000000000001,-2.9,-0.3,2000
12,DAL,Etan Thomas,Syracuse,9.0,409.0,7084.0,2341.0,1927.0,149.0,0.513,0.0,0.603,17.3,5.7,4.7,0.4,14.9,0.10099999999999999,-2.1,-0.2,2000
13,ORL,Courtney Alexander,Fresno State,3.0,187.0,4067.0,1690.0,409.0,227.0,0.42200000000000004,0.33899999999999997,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-3.7,-1.7,2000
14,DET,Mateen Cleaves,Michigan State,6.0,167.0,1863.0,609.0,175.0,310.0,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-5.6,-1.7,2000
15,MIL,Jason Collier,Georgia Tech,5.0,151.0,2178.0,841.0,443.0,51.0,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-5.4,-1.9,2000
16,SAC,Hedo Türkoğlu,,15.0,997.0,26695.0,11022.0,3971.0,2832.0,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,0.114,0.9,19.6,2000
17,OKC,Desmond Mason,Oklahoma State,10.0,643.0,19641.0,7767.0,2863.0,1049.0,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.055999999999999994,-2.4,-2.1,2000
18,LAC,Quentin Richardson,DePaul,13.0,783.0,20785.0,8032.0,3666.0,1138.0,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.4,8.5,2000
19,CHA,Jamaal Magloire,Kentucky,12.0,680.0,14621.0,4917.0,4408.0,386.0,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.1,2000
20,PHI,Speedy Claxton,Hofstra,7.0,334.0,8548.0,3096.0,830.0,1441.0,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.3,3.6,2000
21,TOR,Morris Peterson,Michigan State,11.0,711.0,19366.0,7628.0,2483.0,1090.0,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.08900000000000001,-0.4,7.6,2000
22,NYK,Donnell Harvey,Florida,5.0,205.0,3318.0,1150.0,827.0,161.0,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.6,-0.5,2000
23,UTA,DeShawn Stevenson,,13.0,824.0,18396.0,5930.0,1832.0,1355.0,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-2.7,-3.5,2000
24,CHI,Dalibor Bagarić,,3.0,95.0,973.0,251.0,238.0,37.0,0.361,0.0,0.5589999999999999,10.2,2.6,2.5,0.4,-0.9,-0.043,-7.9,-1.5,2000
25,PHO,Jake Tsakalidis,,7.0,315.0,5005.0,1497.0,1238.0,101.0,0.49,0.0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.0,-1.3,2000
26,DEN,Mamadou N'Diaye,Auburn,5.0,69.0,858.0,262.0,225.0,8.0,0.42700000000000005,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.10099999999999999,-4.2,-0.5,2000
27,IND,Primož Brezec,,8.0,342.0,6192.0,2452.0,1327.0,179.0,0.498,0.16699999999999998,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-3.1,-1.7,2000
28,POR,Erick Barkley,St. John's,2.0,27.0,266.0,77.0,21.0,40.0,0.35600000000000004,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027000000000000003,-3.7,-0.1,2000
29,LAL,Mark Madsen,Stanford,9.0,453.0,5335.0,975.0,1157.0,181.0,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.07400000000000001,-4.1,-2.9,2000
30,LAC,Marko Jarić,,7.0,447.0,11246.0,3193.0,1200.0,1600.0,0.40399999999999997,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052000000000000005,-0.7,3.8,2000
31,DAL,Dan Langhi,Vanderbilt,4.0,133.0,1253.0,393.0,199.0,39.0,0.391,0.289,0.613,9.4,3.0,1.5,0.3,0.3,0.012,-4.6,-0.8,2000
32,CHI,A.J. Guyton,Indiana,3.0,80.0,1246.0,442.0,80.0,147.0,0.377,0.37799999999999995,0.8220000000000001,15.6,5.5,1.0,1.8,0.3,0.01,-2.9,-0.3,2000
33,CHI,Jake Voskuhl,UConn,9.0,450.0,6443.0,1814.0,1539.0,237.0,0.48700000000000004,0.33299999999999996,0.7140000000000001,14.3,4.0,3.4,0.5,11.6,0.087,-3.8,-3.0,2000
34,CHI,Khalid El-Amin,UConn,1.0,50.0,936.0,314.0,81.0,145.0,0.37,0.33299999999999996,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-2.4,-0.1,2000
35,WAS,Mike Smith,Louisiana-Monroe,1.0,17.0,180.0,51.0,22.0,10.0,0.322,0.16699999999999998,0.625,10.6,3.0,1.3,0.6,-0.1,-0.033,-4.2,-0.1,2000
36,BKN,Soumaila Samake,,2.0,47.0,303.0,68.0,76.0,5.0,0.389,0.0,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-3.7,-0.1,2000
37,MIA,Eddie House,Arizona State,11.0,717.0,12405.0,5356.0,1223.0,1112.0,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,0.077,0.0,6.1,2000
38,HOU,Eduardo Nájera,Oklahoma,12.0,619.0,11213.0,3052.0,2307.0,493.0,0.48100000000000004,0.311,0.6709999999999999,18.1,4.9,3.7,0.8,24.7,0.106,-0.9,3.0,2000
39,NYK,Lavor Postell,St. John's,3.0,61.0,446.0,195.0,45.0,13.0,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-5.0,-0.3,2000
40,ATL,Hanno Möttölä,Utah,2.0,155.0,2360.0,715.0,442.0,75.0,0.442,0.063,0.7829999999999999,15.2,4.6,2.9,0.5,0.9,0.019,-5.9,-2.3,2000
41,SAS,Chris Carrawell,Duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
42,OKC,Olumide Oyedeji,,3.0,93.0,587.0,127.0,196.0,11.0,0.495,0.0,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.3,-0.3,2000
43,MIL,Michael Redd,Ohio State,12.0,629.0,20104.0,11972.0,2411.0,1338.0,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,0.134,2.2,21.4,2000
44,DET,Brian Cardinal,Purdue,12.0,456.0,6477.0,2108.0,1050.0,465.0,0.408,0.37200000000000005,0.861,14.2,4.6,2.3,1.0,15.4,0.114,-0.1,3.2,2000
45,SAC,Jabari Smith,LSU,4.0,108.0,1063.0,329.0,178.0,66.0,0.413,0.125,0.69,9.8,3.0,1.6,0.6,1.3,0.057999999999999996,-4.3,-0.6,2000
46,TOR,DeeAndre Hulett,College of the Sequoias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
47,OKC,Josip Sesar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
48,PHI,Mark Karcher,Temple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
49,MIL,Jason Hart,Syracuse,9.0,341.0,5289.0,1623.0,567.0,774.0,0.41700000000000004,0.315,0.7879999999999999,15.5,4.8,1.7,2.3,8.6,0.078,-1.2,1.0,2000
50,UTA,Kaniel Dickens,Idaho,3.0,19.0,85.0,22.0,12.0,2.0,0.4,0.33299999999999996,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-3.0,0.0,2000
51,MIN,Igor Rakočević,,1.0,42.0,244.0,78.0,17.0,33.0,0.379,0.41700000000000004,0.8059999999999999,5.8,1.9,0.4,0.8,0.1,0.022000000000000002,-4.9,-0.2,2000
52,MIA,Ernest Brown,Indian Hills Community College,1.0,3.0,21.0,3.0,6.0,0.0,0.16699999999999998,0.0,0.25,7.0,1.0,2.0,0.0,-0.2,-0.349,-18.2,-0.1,2000
53,DEN,Dan McClintock,Northern Arizona University,1.0,6.0,58.0,18.0,17.0,1.0,0.5,0.0,0.0,9.7,3.0,2.8,0.2,0.0,0.006999999999999999,-7.9,-0.1,2000
54,SAS,Cory Hightower,Indian Hills Community College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
55,GSW,Chris Porter,Auburn,1.0,51.0,1147.0,440.0,189.0,61.0,0.389,0.0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.5,-0.7,2000
56,IND,Jaquay Walls,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
57,ATL,Scoonie Penn,Ohio State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
58,DAL,Pete Mickeal,Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
1,WAS,Kwame Brown,,12.0,607.0,13389.0,4035.0,3333.0,554.0,0.49200000000000005,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.07400000000000001,-2.4,-1.3,2001
2,LAC,Tyson Chandler,,19.0,1160.0,31617.0,9509.0,10467.0,967.0,0.597,0.0,0.644,27.3,8.2,9.0,0.8,102.1,0.155,0.1,16.9,2001
3,ATL,Pau Gasol,,18.0,1226.0,41001.0,20894.0,11305.0,3925.0,0.507,0.368,0.753,33.4,17.0,9.2,3.2,144.1,0.16899999999999998,3.6,57.5,2001
4,CHI,Eddy Curry,,11.0,527.0,13109.0,6820.0,2725.0,287.0,0.545,1.0,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-2.4,-1.3,2001
5,GSW,Jason Richardson,Michigan State,13.0,857.0,29241.0,14644.0,4245.0,2284.0,0.43799999999999994,0.37,0.7070000000000001,34.1,17.1,5.0,2.7,59.1,0.09699999999999999,1.2,23.8,2001
6,MEM,Shane Battier,Duke,13.0,977.0,30004.0,8408.0,4082.0,1717.0,0.43700000000000006,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,1.7,28.2,2001
7,BKN,Eddie Griffin,Seton Hall,5.0,303.0,6729.0,2171.0,1744.0,236.0,0.377,0.315,0.6709999999999999,22.2,7.2,5.8,0.8,10.9,0.078,-0.4,2.8,2001
8,CLE,DeSagana Diop,,12.0,601.0,8403.0,1185.0,2219.0,270.0,0.42700000000000005,0.16699999999999998,0.467,14.0,2.0,3.7,0.4,12.8,0.073,-1.9,0.2,2001
9,DET,Rodney White,UNC Charlotte,4.0,218.0,3354.0,1540.0,485.0,237.0,0.424,0.314,0.7490000000000001,15.4,7.1,2.2,1.1,1.8,0.026000000000000002,-2.2,-0.2,2001
10,BOS,Joe Johnson,Arkansas,17.0,1276.0,44234.0,20405.0,5059.0,5001.0,0.441,0.371,0.802,34.7,16.0,4.0,3.9,82.8,0.09,0.4,26.4,2001
11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4.0,143.0,1935.0,509.0,347.0,103.0,0.405,0.27399999999999997,0.64,13.5,3.6,2.4,0.7,3.0,0.07400000000000001,-1.1,0.4,2001
12,OKC,Vladimir Radmanović,,12.0,737.0,16164.0,5879.0,2784.0,998.0,0.415,0.37799999999999995,0.758,21.9,8.0,3.8,1.4,26.5,0.079,-0.1,7.6,2001
13,HOU,Richard Jefferson,Arizona,17.0,1181.0,34293.0,14904.0,4720.0,2412.0,0.46399999999999997,0.376,0.768,29.0,12.6,4.0,2.0,83.0,0.11599999999999999,0.2,19.4,2001
14,GSW,Troy Murphy,Notre Dame,12.0,729.0,19921.0,7860.0,5708.0,1088.0,0.445,0.38799999999999996,0.785,27.3,10.8,7.8,1.5,50.3,0.121,0.1,10.6,2001
15,ORL,Steven Hunter,DePaul,8.0,400.0,5993.0,1817.0,1264.0,79.0,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.3,-0.5,2001
16,CHA,Kirk Haston,Indiana,2.0,27.0,134.0,32.0,27.0,8.0,0.23199999999999998,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.19699999999999998,-13.3,-0.4,2001
17,TOR,Michael Bradley,Villanova,5.0,173.0,2016.0,483.0,591.0,93.0,0.47700000000000004,0.14300000000000002,0.511,11.7,2.8,3.4,0.5,2.0,0.047,-4.0,-1.0,2001
18,HOU,Jason Collins,Stanford,13.0,735.0,14974.0,2621.0,2706.0,626.0,0.41100000000000003,0.20600000000000002,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-3.7,-6.6,2001
19,POR,Zach Randolph,Michigan State,17.0,1116.0,34616.0,18578.0,10208.0,2049.0,0.47100000000000003,0.273,0.764,31.0,16.6,9.1,1.8,81.1,0.11199999999999999,0.2,18.8,2001
20,CLE,Brendan Haywood,UNC,13.0,816.0,18680.0,5538.0,4875.0,442.0,0.528,0.0,0.5870000000000001,22.9,6.8,6.0,0.5,43.8,0.113,-1.4,2.9,2001
21,BOS,Joseph Forte,UNC,2.0,25.0,125.0,30.0,17.0,17.0,0.23399999999999999,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-8.6,-0.2,2001
22,ORL,Jeryl Sasser,SMU,2.0,82.0,1061.0,204.0,191.0,67.0,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1,2001
23,HOU,Brandon Armstrong,Pepperdine,3.0,108.0,699.0,239.0,63.0,24.0,0.35200000000000004,0.33299999999999996,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-7.9,-1.0,2001
24,UTA,Raül López,,2.0,113.0,2135.0,733.0,194.0,428.0,0.429,0.34600000000000003,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-2.4,-0.2,2001
25,SAC,Gerald Wallace,Alabama,14.0,832.0,24731.0,9933.0,4838.0,1725.0,0.469,0.312,0.7090000000000001,29.7,11.9,5.8,2.1,59.7,0.11599999999999999,1.8,23.5,2001
26,PHI,Samuel Dalembert,Seton Hall,13.0,886.0,21646.0,6814.0,6942.0,465.0,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-1.1,4.6,2001
27,MEM,Jamaal Tinsley,Iowa State,11.0,547.0,14443.0,4652.0,1605.0,3330.0,0.39299999999999996,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,0.0,7.1,2001
28,SAS,Tony Parker,,18.0,1254.0,38279.0,19473.0,3396.0,7036.0,0.491,0.324,0.7509999999999999,30.5,15.5,2.7,5.6,111.3,0.14,1.1,30.1,2001
30,CHI,Trenton Hassell,Austin Peay State University,9.0,644.0,16278.0,3741.0,1826.0,1132.0,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.040999999999999995,-2.9,-3.7,2001
31,GSW,Gilbert Arenas,Arizona,11.0,552.0,19351.0,11402.0,2168.0,2909.0,0.42100000000000004,0.35100000000000003,0.8029999999999999,35.1,20.7,3.9,5.3,51.3,0.127,2.6,22.3,2001
32,ORL,Omar Cook,St. John's,2.0,22.0,213.0,37.0,13.0,46.0,0.33299999999999996,0.0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-2.7,0.0,2001
33,MEM,Will Solomon,Clemson,2.0,115.0,1584.0,584.0,132.0,225.0,0.37799999999999995,0.298,0.6920000000000001,13.8,5.1,1.1,2.0,0.0,0.0,-3.3,-0.5,2001
34,ATL,Terence Morris,Maryland,3.0,139.0,1934.0,472.0,377.0,93.0,0.40700000000000003,0.196,0.711,13.9,3.4,2.7,0.7,1.0,0.025,-2.8,-0.4,2001
35,BKN,Brian Scalabrine,USC,11.0,520.0,6772.0,1594.0,1034.0,436.0,0.39,0.344,0.7829999999999999,13.0,3.1,2.0,0.8,7.6,0.054000000000000006,-2.7,-1.2,2001
36,CLE,Jeff Trepagnier,USC,3.0,31.0,270.0,88.0,43.0,22.0,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-2.8,-0.1,2001
37,PHI,Damone Brown,Syracuse,4.0,39.0,351.0,108.0,52.0,19.0,0.336,0.28600000000000003,0.667,9.0,2.8,1.3,0.5,-0.7,-0.1,-8.5,-0.6,2001
38,DET,Mehmet Okur,,10.0,634.0,18429.0,8561.0,4436.0,1089.0,0.45799999999999996,0.375,0.797,29.1,13.5,7.0,1.7,54.7,0.142,1.1,14.5,2001
39,NYK,Michael Wright,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
40,OKC,Earl Watson,UCLA,13.0,878.0,19494.0,5593.0,1985.0,3871.0,0.41100000000000003,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.4,2.8,2001
41,IND,Jamison Brewer,Auburn,4.0,54.0,468.0,89.0,50.0,56.0,0.37200000000000005,0.25,0.39299999999999996,8.7,1.6,0.9,1.0,0.0,-0.001,-2.4,0.0,2001
42,OKC,Bobby Simmons,DePaul,10.0,466.0,11513.0,4189.0,1791.0,710.0,0.43700000000000006,0.396,0.823,24.7,9.0,3.8,1.5,20.1,0.084,-0.7,3.6,2001
43,NYK,Eric Chenowith,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
44,DAL,Kyle Hill,Eastern Illinois University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
45,CHI,Sean Lampley,California,2.0,45.0,550.0,203.0,94.0,33.0,0.46299999999999997,0.0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-1.7,0.0,2001
46,MIN,Loren Woods,Arizona,6.0,215.0,2428.0,555.0,682.0,74.0,0.419,0.14300000000000002,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.5,-0.3,2001
47,DEN,Ousmane Cisse,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
48,MEM,Antonis Fotsis,,1.0,28.0,320.0,108.0,62.0,10.0,0.40399999999999997,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-3.4,-0.1,2001
49,MIA,Ken Johnson,Ohio State,1.0,16.0,156.0,32.0,32.0,0.0,0.405,0.0,0.33299999999999996,9.8,2.0,2.0,0.0,0.0,-0.002,-6.8,-0.2,2001
50,POR,Ruben Boumtje-Boumtje,Georgetown,3.0,44.0,276.0,43.0,57.0,6.0,0.368,0.0,0.556,6.3,1.0,1.3,0.1,0.2,0.027000000000000003,-5.4,-0.2,2001
51,PHO,Alton Ford,Houston,3.0,73.0,524.0,186.0,124.0,11.0,0.507,0.0,0.6970000000000001,7.2,2.5,1.7,0.2,0.8,0.07400000000000001,-6.4,-0.6,2001
52,MIL,Andre Hutson,Michigan State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
53,UTA,Jarron Collins,Stanford,10.0,542.0,8542.0,2095.0,1579.0,419.0,0.455,0.0,0.6990000000000001,15.8,3.9,2.9,0.8,15.7,0.08800000000000001,-3.1,-2.5,2001
54,DAL,Kenny Satterfield,Cincinnati,2.0,75.0,1062.0,321.0,95.0,176.0,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-4.1,-0.6,2001
55,SAC,Maurice Jeffers,Saint Louis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
56,SAS,Robertas Javtokas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
57,PHI,Alvin Jones,Georgia Tech,1.0,23.0,126.0,26.0,36.0,3.0,0.4,0.0,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-8.7,-0.2,2001
58,SAS,Bryan Bracey,Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
1,HOU,Yao Ming,,8.0,486.0,15818.0,9247.0,4494.0,769.0,0.524,0.2,0.833,32.5,19.0,9.2,1.6,65.9,0.2,3.2,20.7,2002
2,CHI,Jay Williams,Duke,1.0,75.0,1961.0,714.0,195.0,350.0,0.39899999999999997,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.0,0.0,2002
3,GSW,Mike Dunleavy,Duke,15.0,986.0,27340.0,11048.0,4211.0,2185.0,0.441,0.377,0.8029999999999999,27.7,11.2,4.3,2.2,58.5,0.10300000000000001,0.3,15.7,2002
